station_id,station_name,n_observations,alpha_hier,alpha_np,shrinkage,obs_group,mae_hier,mae_np,mae_diff
124,"JACKSON REYNOLDS FIELD, MI US",97,32.44340296212141,33.776500756177704,1.3330977940562931,80-100,10.377614252282942,10.5006567372691,0.12304248498615777
125,"EATON RAPIDS, MI US",97,33.1613274465173,34.55409194870413,1.3927645021868287,80-100,9.689987415298944,9.855899769413726,0.16591235411478245
126,"HALE 5 SSW NUMBER 2, MI US",96,25.896681733651427,26.734602249597597,0.8379205159461698,80-100,9.083723648338443,9.166551541051485,0.08282789271304125
127,"CHARLEVOIX, MI US",96,28.1799608079697,29.156908363058918,0.9769475550892182,80-100,7.7949653442837965,7.888611401957978,0.09364605767418155
128,"GLADWIN, MI US",94,28.76135701762211,29.785717616174676,1.0243605985525654,80-100,8.456963952476453,8.569606984814339,0.11264303233788553
129,"FLINT FCWOS, MI US",97,30.972575120997206,32.160593592638264,1.1880184716410582,80-100,10.104607439140745,10.152634721842661,0.04802728270191636
130,"HALE LOUD DAM, MI US",97,27.800448579685774,28.747491637077868,0.9470430573920936,80-100,8.535046552485172,8.665138973880078,0.13009242139490595
131,"BARAGA 7 NW, MI US",95,24.63847727085847,25.33445657769197,0.6959793068335003,80-100,8.338654359364954,8.378692906489144,0.040038547124190416
132,"FARMINGTON, MI US",97,31.356285530753127,32.60412191756084,1.2478363868077125,80-100,9.358840319487177,9.446206721298655,0.0873664018114777
133,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",97,30.621263215753427,31.80387731112856,1.1826140953751327,80-100,8.394261834250994,8.510789900904761,0.11652806665376758
134,"PELLSTON REGIONAL AIRPORT, MI US",97,24.733801184667968,25.45999456070469,0.7261933760367221,80-100,9.057023674657662,9.094456322906979,0.03743264824931636
135,"MUSKEGON CO AIRPORT, MI US",97,32.518462911689795,33.84982023773458,1.3313573260447882,80-100,8.185157551949732,8.324348594270344,0.1391910423206113
136,"DURAND WWTP, MI US",82,29.43388079593591,30.57169761661511,1.1378168206792019,80-100,10.516557031925421,10.665049906648205,0.14849287472278405
137,"MARQUETTE, MI US",96,25.949744141197005,26.773869412238575,0.8241252710415701,80-100,7.577095712759513,7.6550441133562375,0.07794840059672481
138,"LANSING CAPITAL CITY AIRPORT, MI US",97,32.236637044636794,33.539230028178764,1.3025929835419703,80-100,9.749337992564232,9.829480223504904,0.08014223094067141
139,"LAKE CITY EXPERIMENTAL FARM, MI US",93,27.186542295297922,28.11834311034267,0.931800815044749,80-100,9.090276336517354,9.182134248242685,0.09185791172533087
140,"ALMA, MI US",95,30.131019765661726,31.24279735976035,1.1117775940986228,80-100,8.492339100626396,8.615430799155204,0.12309169852880864
