station_id,station_name,n_train,n_test,mae_np,mae_hier,improvement,train_group
144,"BENTON HARBOR AIRPORT, MI US",25,6,8.507728275260353,9.322308065874834,-0.8145797906144807,<30
145,"IONIA 3 W, MI US",78,19,10.2008562785501,10.19177685842142,0.009079420128680127,70-90
146,"SAULT STE MARIE, MI US",78,19,10.07700501030852,9.827144604068152,0.24986040624036754,70-90
147,"PAULDING, MI US",72,17,11.909515216003602,11.982056713647175,-0.07254149764357365,70-90
148,"MANISTEE 3 SE, MI US",67,16,7.994964278395029,7.920970830310446,0.07399344808458341,50-70
149,"IRON MTN KINGSFORD WWTP, MI US",48,11,12.276260171463873,12.313438337620562,-0.03717816615668923,30-50
150,"MANISTIQUE WWTP, MI US",78,19,9.434984982823062,9.451416730388127,-0.016431747565064825,70-90
151,"OLD MISSION 3 SSW, MI US",44,10,7.241476163641184,7.269533856905139,-0.02805769326395513,30-50
152,"WATERSMEET MICHIGAN, MI US",74,18,9.281849611271005,9.36319663024367,-0.08134701897266616,70-90
153,"FILION 5 NNW, MI US",78,19,9.99327450892669,9.984561988827368,0.008712520099322774,70-90
154,"BEAVER ISLAND, MI US",30,7,10.02125658024264,10.009563003296023,0.011693576946617767,<30
155,"TRAVERSE CITY 4.7ESE, MI US",78,19,7.503626406011751,7.504348034376022,-0.000721628364271254,70-90
156,"MIO MICHIGAN, MI US",72,17,7.709603240160595,7.723948797759918,-0.014345557599322767,70-90
157,"MAPLE CITY 1 E, MI US",78,19,6.630180131297239,6.567732828097962,0.06244730319927694,70-90
158,"COVINGTON 1 NNW, MI US",58,14,10.780333327706431,11.123317111775732,-0.3429837840693004,50-70
159,"BEULAH 7 SSW, MI US",78,19,7.146068533942971,7.146065364022049,3.1699209221969227e-06,70-90
160,"BEAR MICHIGAN, MI US",75,18,9.252487701231273,9.163308373265076,0.0891793279661961,70-90
161,"CHELSEA, MI US",77,19,10.287386595560633,10.264720318659448,0.02266627690118561,70-90
162,"FRANKENMUTH 1 SE, MI US",49,12,9.982735538820974,9.875855072995797,0.10688046582517607,30-50
163,"BIG RAPIDS WATER TREATMENT PLANT, MI US",77,19,7.759549520623571,7.756715502265027,0.0028340183585440215,70-90
164,"BAD AXE, MI US",76,19,7.986692449944343,7.986373455574063,0.0003189943702794906,70-90
165,"BIG BAY 1 NW, MI US",56,13,9.01223229015758,9.040720227541685,-0.02848793738410471,50-70
166,"RUDYARD 5 SE, MI US",43,10,11.183345431499658,11.180533849021078,0.0028115824785803767,30-50
